1638332009.6519644,57411.00
1638332010.409586,57411.00
1638332011.1509898,57411.00
1638332011.9072835,57411.00
1638332012.6635287,57411.00
1638332013.4177933,57411.00
1638332014.1800666,57411.00
1638332015.015763,57411.00
1638332015.7733598,57411.00
1638332016.550334,57411.00
1638332017.4981465,57411.00
1638332018.275769,57411.00
1638332019.035648,57411.00
1638332019.7805696,57411.00
1638332020.5613334,57411.00
1638332021.3229544,57410.50
1638332022.2243478,57410.50
1638332023.2077897,57410.50
1638332024.024874,57410.50
1638332024.7945824,57410.50
1638332263.2054155,57300.00
1638332318.457381,57262.00
1638332417.414914,57302.00
1638332418.1831021,57302.00
1638332418.9470878,57302.00
1638332419.7002795,57302.00
1638332420.4659476,57302.00
1638332421.2581816,57302.00
1638332422.0071824,57302.00
1638332630.0130177,57260.50
1638332661.329125,57260.00
1638332705.7087867,57270.50
1638332724.6740818,57270.50
1638332798.786795,57258.00
1638332800.7284632,57258.00
1638332802.4980829,57258.00
1638332804.392476,57258.00
1638332806.1586833,57258.00
1638332807.9010096,57258.00
1638332809.6471906,57258.00
1638332811.3908439,57258.00
1638332813.1506927,57258.00
1638332814.922921,57258.00
1638332816.732419,57258.00
1638332818.4913127,57258.00
1638332820.2125592,57258.00
1638332821.9415557,57258.00
1638332823.6690102,57258.00
1638332825.4464102,57258.00
1638332827.178448,57258.00
1638332828.9337099,57258.00
1638332830.672201,57258.00
1638332832.4075625,57260.00
1638332834.1307383,57254.00
1638332835.897912,57254.00
1638332837.6258302,57254.00
1638332839.3680902,57254.00
1638332841.1186073,57246.00
1638332842.8465586,57246.00
1638332844.597126,57246.00
1638332846.4103305,57246.00
1638332848.202118,57246.00
1638332850.1100087,57246.00
1638332851.8601444,57246.00
1638332853.6146472,57230.50
1638332855.3805604,57230.50
1638332857.1229284,57230.50
1638332858.8693504,57230.50
1638332860.620783,57230.50
1638332862.3885517,57230.50
1638332864.1523526,57230.50
1638332865.9064782,57230.50
1638332867.6597102,57230.50
1638332869.5256248,57230.50
1638332871.3038323,57230.50
1638332873.0507052,57230.50
1638332875.0740092,57230.50
1638332876.8200824,57230.50
1638332878.594962,57230.50
1638332880.4629638,57230.50
1638332882.230744,57230.50
1638332884.003563,57230.50
1638332885.7354393,57230.50
1638332887.502951,57230.50
1638332889.2824278,57230.50
1638332891.0294812,57230.50
1638332892.789116,57230.50
1638332894.5827582,57230.50
1638332896.341426,57230.50
